-10.333592783124434	0
-10.160557783124435	-0.5089369
-9.863713783124435	-1.2755253
-9.682166783124433	-1.677834
-9.516884783124436	-1.9344403
-9.392754783124435	-2.0485036
-9.301735783124435	-2.1372178
-9.185761783124434	-2.1879318
-9.069716783124434	-2.2069726
-8.937066783124436	-2.2165165
-8.787756783124433	-2.191225
-8.646733783124436	-2.1627638
-8.397894783124435	-2.1248345
-8.198794783124434	-2.080555
-8.024561783124433	-2.0331004
-7.767279783124433	-1.9254924
-7.435248783124436	-1.7608963
-6.978548783124435	-1.4633118
-6.480294783124435	-1.1213977
-5.948774783124435	-0.73515147
-5.574940783124436	-0.412202
-5.159466783124433	0
