-23.34571062740077, -0.017525186266985404
-23.30089628681178, -1.0033416668729416
-23.247119078104994, -1.8151439392064148
-23.112676056338028, -2.7813807272457227
-22.94238156209987, -3.650857694497388
-22.807938540332906, -3.8824723384242166
-22.60179257362356, -3.9978959875244424
-22.386683738796414, -4.016634075100868
-22.216389244558258, -4.093492413178543
-22.037131882202306, -4.266986806604122
-21.893725992317542, -4.382583727319982
-21.768245838668374, -4.324240699027203
-21.633802816901408, -4.130547785836282
-21.50832266325224, -4.188197727666525
-21.418693982074263, -4.4006039753459225
-21.257362355953905, -4.4774870665115465
-21.12291933418694, -4.45778360850516
-20.907810499359794, -4.457189534394415
-20.755441741357235, -4.360107923463451
-20.665813060179257, -4.108542290650758
-20.57618437900128, -4.301616376642985
-20.37900128040973, -4.146414515210771
-20.18181818181818, -4.145869947275921
-19.95774647887324, -2.9273249337854885
-19.617157490396927, -1.5344686749672007
