-20.26248399487836, -3.566127874452337
-20.172855313700385, -6.175722171340874
-20.06530089628681, -8.16663778806406
-19.96670934699104, -9.65494195400876
-19.91293213828425, -10.196093962721848
-19.769526248399487, -10.079704943191663
-19.64404609475032, -9.750711651278497
-19.303457106274006, -8.357855392460209
-18.9539052496799, -7.332285452610211
-18.50576184379001, -6.1324537736082565
-17.878361075544174, -4.23616921210921
-17.22407170294494, -2.2238174212232966
-16.668373879641486, -0.018416297433103468
-19.88604353393086, -4.473699844055545
-19.590268886043532, -5.613480531696329
-19.240717029449424, -6.9271021559939605
-18.918053777208705, -8.221465877868262
-18.729833546734955, -9.129557662318375
-18.59539052496799, -9.438500952993884
-18.5595390524968, -8.04648629916582
-18.389244558258643, -6.828089804203074
-18.102432778489117, -5.706032327532859
-17.761843790012804, -4.506497685586275
-17.34955185659411, -3.2101042105002593
-16.892445582586426, -1.5269437362310936
-16.390524967989755, 0.02101537166761691
-18.702944942381563, -7.814896408326938
-18.272727272727273, -6.7504393673110705
-17.905249679897565, -5.608826951162158
-17.528809218950062, -4.254536003366419
-17.215108834827145, -2.939082650560656
-17.0089628681178, -1.4692690413129026
-16.838668373879642, 0.0004455555830602531
