0.6287	0.
1.0011	-0.6506
1.4392	-1.2831
1.943	-1.7892
2.4907	-2.1506
3.1479	-2.4759
3.3012	-2.8554
3.4765	-3.0994
3.7174	-3.3253
4.0022	-3.5151
4.3417	-3.6325
4.747	-3.5783
5.1632	-3.4608
5.5246	-3.3072
5.8204	-3.0361
6.0175	-2.7922
6.3461	-2.5392
6.598	-2.259
6.8609	-1.8976
7.058	-1.4187
7.2114	-0.8494
7.299	-0.4066
7.3538	0.
